time,Tank2OutFlow,Tank2.puddle,Tank3OutFlow,Tank2.level,wt3_valve
892.4,0.5010293,47.31050083,0.499952491,0.356744897,1
892.45,0.500730835,47.31157726,0.500005389,0.356782643,1
892.5,0.499207045,47.31319206,0.500065177,0.356825304,1
892.55,0.499004756,47.31426859,0.500025126,0.356796726,1
892.6,0.500299959,47.31588313,0.499943704,0.356738627,1
892.65,0.5010293,47.31695938,0.499957405,0.356748403,1
892.7,0.500284705,47.31857387,0.500040718,0.356807852,1
892.75,0.499207045,47.31965027,0.500057308,0.35681969,1
892.8,0.499269165,47.32126477,0.499993365,0.356774062,1
892.85,0.500299959,47.32234095,0.499953611,0.356745696,1
892.9,0.500995244,47.32395514,0.499977116,0.356762468,1
892.95,0.500284705,47.32503133,0.500029548,0.356799881,1
893,0.4989707,47.32664569,0.500053177,0.356816742,1
893.05,0.499269165,47.32772187,0.49999997,0.356778776,1
893.1,0.500792955,47.3293359,0.49993975,0.356735806,1
893.15,0.500995244,47.33041186,0.499979532,0.356764192,1
893.2,0.499700041,47.33202596,0.500060578,0.356822023,1
893.25,0.4989707,47.33310208,0.500046644,0.356812081,1
893.3,0.499715295,47.33471604,0.499963004,0.356752399,1
893.35,0.500792955,47.33579187,0.499946212,0.356740416,1
893.4,0.500730835,47.33740565,0.500009871,0.356785841,1
893.45,0.499700041,47.33848159,0.500049449,0.356814082,1
893.5,0.499004756,47.34009548,0.500025697,0.356797133,1
893.55,0.499715295,47.34117129,0.499973111,0.356759611,1
893.6,0.5010293,47.34278483,0.499949268,0.356742597,1
893.65,0.500730835,47.34386052,0.500002342,0.356780468,1
893.7,0.499207045,47.34547421,0.500062375,0.356823305,1
893.75,0.499004756,47.34655,0.500022477,0.356794836,1
893.8,0.500299959,47.34816343,0.499941269,0.356736889,1
893.85,0.5010293,47.34923894,0.499955102,0.35674676,1
893.9,0.500284705,47.35085232,0.500038601,0.356806342,1
893.95,0.499207045,47.35192799,0.500055306,0.356818262,1
894,0.499269165,47.35354138,0.499991524,0.356772749,1
894.05,0.500299959,47.35461682,0.499951871,0.356744454,1
894.1,0.500995244,47.35622991,0.499975516,0.356761327,1
894.15,0.500284705,47.35730535,0.500028036,0.356798802,1
894.2,0.4989707,47.35891861,0.500051787,0.35681575,1
894.25,0.499269165,47.35999405,0.499998655,0.356777838,1
894.3,0.500792955,47.36160698,0.499938542,0.356734943,1
894.35,0.500995244,47.3626822,0.49997839,0.356763377,1
894.4,0.499700041,47.3642952,0.500059528,0.356821274,1
894.45,0.4989707,47.36537058,0.500045651,0.356811372,1
894.5,0.499715295,47.36698345,0.499962091,0.356751747,1
894.55,0.500792955,47.36805854,0.499945348,0.3567398,1
894.6,0.500730835,47.36967122,0.500009078,0.356785275,1
894.65,0.499700041,47.37074642,0.500048699,0.356813546,1
894.7,0.499004756,47.37235921,0.500025007,0.356796641,1
894.75,0.499715295,47.37343429,0.499972459,0.356759145,1
894.8,0.5010293,47.37504673,0.499948668,0.356742169,1
894.85,0.500730835,47.37612169,0.500001775,0.356780064,1
894.9,0.499207045,47.37773427,0.500061854,0.356822933,1
894.95,0.499004756,47.37880933,0.500021984,0.356794484,1
895,0.500299959,47.38042166,0.499940816,0.356736566,1
895.05,0.5010293,47.38149643,0.499954674,0.356746454,1
895.1,0.500284705,47.38310872,0.500038208,0.35680606,1
